Artist_id,Name,Country,Bio,Awards
1384,Goldroom,United States,Political send arrive break head a concern less southern wonder prevent fire into section analysis.,None
1385,Gomez,Spain,Dinner stage soldier apply notice current allow audience involve finish address whatever.,Juno Award
1386,Good Boy,Germany,Town stop president theory off fine represent recognize dinner position something.,Juno Award
1387,Good Charlotte,France,Life or of tend include capital either what she including run where soldier method center.,Juno Award
1388,Good Shoes,Germany,Dark financial Mrs degree side similar along forward child simple professional idea range attention.,Juno Award
1389,Gordon Lightfoot,Germany,Degree think so growth eight shake statement front truth inside art.,MTV Music Award
1390,Gorillaz,Japan,Without itself seat language open despite response edge federal my crime.,American Music Award
1391,Gostan,United States,Whose fish direction TV something piece sure image case answer free.,Grammy Award
1392,Gotye,Ireland,Staff until relate hour large friend bag which city north role act alone view.,MTV Music Award
1393,Graciela Flores,United Kingdom,Blue management record room program outside threat between bar beyond single walk.,Billboard Music Award
1394,Grady Strange,Germany,Over rather central south region knowledge home rather.,Billboard Music Award
1395,Graham Parker,France,Collection agency response he doctor stage usually recognize bar.,Juno Award
1396,Graham Parker & The Rumour,South Korea,Your throw project consider too size tonight ground while.,Grammy Award
1397,Grant Green,Spain,Citizen individual speech try bad book Democrat.,MTV Music Award
1398,Grant Lee Buffalo,Australia,Trade get something rather open key three fund just.,MTV Music Award
1399,Grateful Dead,Japan,What manage share region suddenly less nearly.,None
1400,Green Day,France,Remain operation hand agreement discover seem assume act hotel whatever performance wide.,Grammy Award
1401,Greensky Bluegrass,Ireland,Data today budget everyone call all Democrat.,Juno Award
1402,Greg Laswell,Sweden,Media recognize set ask myself phone travel.,Grammy Award
1403,Greg Paterson,Italy,Wrong front past throughout whether grow service during health note.,Grammy Award
1404,Gregory Alan Isakov,India,Animal hold almost imagine main wait actually affect number.,American Music Award
1405,Gregory Porter,Spain,Arrive national response local analysis receive drop look environment quite respond what production now eye.,American Music Award
1406,Gregory Silver,United States,Recognize worry technology after hotel learn serve suffer free account claim girl action manage world finish.,Juno Award
1407,Greta Van Fleet,Germany,Together contain black Mr contain article cost water reflect.,American Music Award
1408,Griff,Australia,Despite determine former believe address skin number poor throughout.,Billboard Music Award
1409,Grinderman,Germany,Green accept share must trial member drug.,American Music Award
1410,Grizfolk,United States,Though bring himself know some pattern according to free.,American Music Award
1411,Grizzly Bear,Sweden,Free theory none so myself follow not control commercial say side find house discuss.,American Music Award
1412,Groovin' Bohemia,France,Industry sound condition across reason leader government cost eight work.,MTV Music Award
1413,Grupo Arranke,Ireland,Reason call traditional boy song success difficult.,Brit Award
1414,Grupo Firme,Italy,Accept country red collection positive part produce attack trade modern buy of major above hand.,American Music Award
1415,Grupo Frontera,Ireland,Its significant me deep he nearly bank open.,Grammy Award
1416,Grupo Marca Registrada,India,Notice less win cold real high might remember seek significant true long.,None
1417,Grupo Margen,Japan,Teach attack without participant choice training look common meeting forward think term price yet catch reveal.,American Music Award
1418,Grupo Niche,Ireland,Class approach necessary past Mr personal stuff director production choice edge everyone maintain everything.,None
1419,Grupo Sexto Sentido,Italy,Room under team security at wind what officer report red.,None
1420,Guaynaa,Spain,Save same camera plant without everybody research chance system.,Brit Award
1421,Gucci Mane,France,Response marriage sure camera then during responsibility among since.,Juno Award
1422,Guillem Roma,India,Me individual though imagine how able worker arm resource.,None
1423,Gunni Møller,Canada,Discuss stock lead green total benefit Mr car audience age class our indeed third rate score.,Juno Award
1424,Guns N' Roses,Italy,Fear tend American war old what design want ahead easy whole must every per.,Billboard Music Award
1425,Gustav Mahler,Germany,Class nothing soon data budget main may happen newspaper happy subject success traditional.,Billboard Music Award
1426,Gustav Scheringer Duo,Brazil,West theory American doctor hour check now sound gun art ok single situation feel.,American Music Award
1427,Gustavo Cerati,Sweden,Kid issue woman range painting country different.,Grammy Award
1428,Gustavo Cordera,Spain,Gas few page cold couple suffer history its street because why eight skill.,None
1429,Guster,Japan,Try school wait never fly pull big method message.,None
1430,Gusttavo Lima,Spain,Move manage worry wear pay science us.,Grammy Award
1431,Guy Barash,Sweden,Police right traditional represent price number herself determine nice.,MTV Music Award
1432,Guy Clark,India,Thought result while example leave when threat project half door.,Grammy Award
1433,Guy Lombardo,Canada,End dark spring speak drive bad strong summer more if.,MTV Music Award
1434,Gwen Stefani,Australia,Woman environment tell sing hospital ready push material somebody husband Republican result.,MTV Music Award
1435,H.E.R.,Italy,Return wall trouble friend current whose job nor yard establish hit.,Grammy Award
1436,HAIM,United Kingdom,Since him southern issue town call computer experience against recently account forward stuff peace vote meet.,Grammy Award
1437,Ha*Ash,Netherlands,Continue human central skill he high few land both two add thank.,MTV Music Award
1438,HaDorbanim,Australia,Carry happy response would enter his value experience young west practice.,Billboard Music Award
1439,Hailee Steinfeld,Spain,Crime society church indeed break since though degree special laugh include price leader bit traditional tough.,American Music Award
1440,Hailey Knox,Netherlands,Move rather business vote state turn center.,Billboard Music Award
1441,Halsey,South Korea,Bag role land trouble news five decide spring price.,Juno Award
1442,Hamid Al Shaeri,Spain,Item town something employee such practice quickly any market.,Grammy Award
1443,Hamilton Leithauser,United States,Thank value quality reality in game score challenge toward.,Brit Award
1444,Hammock,India,Laugh officer hundred food could life born treat population another shake record spring sport.,Grammy Award
1445,Hands Like Houses,Japan,As until happen power probably animal agent charge task condition campaign finally floor production war.,MTV Music Award
1446,Handsome Boy Modeling School,Brazil,International page dinner off social shoulder design huge south.,Brit Award
1447,Hank Williams,Sweden,Manager clearly along business her generation remember million.,Brit Award
1448,Hannah Montana,Canada,Compare result over cost risk task six gas rest whom good throw process.,American Music Award
1449,Hanoi Rocks,South Korea,Travel chance character really spring dinner pattern throw owner company.,Juno Award
